1,create,創り出す
804,pose,(危険)を引き起こす；(問題など)を提起する；ポーズをとる；(～を)装う(as)
805,yield,をもたらす；を(～に)譲る(to)；(～に)屈する(to)
806,exhibit,を示す，見せる；を展示する
807,distribute,を(～に)分配する(to)；〔受身形で〕分布する
808,command,を命じる；を指揮する；(景色)を見渡せる
809,occupy,(空間・時間)を占める；を占領する
810,pop,ひょいと動く；不意に現れる；ポンとはじける
811,pile,を積み重ねる；積み重なる
812,greet,に挨拶する；を迎える
813,apologize,(～に；～のことで)謝る(to；for)；弁明する
814,frustrate,をいら立たせる；(計画・希望など)を挫折させる
815,relieve,を和らげる；〔受身形で〕(…して)安心する(to do)；を解放する
816,derive,由来する；を引き出す；を推論する
817,deserve,に値する
818,peer,(～を)じっと見る(at / into)
819,defeat,を負かす；を失敗させる
820,convert,を変える；を改宗［転向］させる；を交換する
821,wed,と結婚する；を(～と)結婚させる(to)
822,delight,を喜ばせる；(～を)大いに喜ぶ(in)
823,boost,を押し上げる；を増加させる
824,endure,に耐える；(に)持ちこたえる
825,correspond,一致する；(～に)相当する(to)；文通する
826,impose,を課す；を押しつける
827,rescue,を救う
828,resolve,を解決する；を決意する；を議決する
829,register,を記録する，登録する；(～に)登録する(for)
830,interrupt,を中断させる；(の)邪魔をする
831,rid,から(～を)取り除く，除去する(of)
832,prohibit,を禁止する
833,compose,を構成する；を創作する；を鎮静する
834,misunderstand,(を)誤解する
835,punish,を罰する；に損傷を与える
836,ruin,をだめにする；を破滅させる；破滅する
837,defend,を防御する；を弁護する
838,embrace,を受け入れる；(を)抱擁する；を包含する
839,modify,を修正する；を緩和する
840,qualify,(人)に資格を与える；資格がある
841,passion,情熱；熱中；激怒
842,enthusiasm,(～への)熱情，熱意(for)
843,phase,段階，局面；側面
844,mode,方式；気分；形態；流行
845,span,期間；範囲
846,gravity,重力，引力；重量；重大さ
847,orbit,軌道；(活動・勢力などの)範囲
848,asteroid,小惑星；ヒトデ
849,core,核心；芯
850,soul,精神；魂，霊魂；生気
851,nerve,神経；〔～s〕神経過敏；(…する)度胸(to do)
852,infection,感染(症)
853,mall,【主に米】 モール，ショッピングセンター
854,grocery,〔～s〕食料雑貨；食料雑貨店
855,humor,ユーモア；気分，機嫌；気質
856,instinct,本能；勘，直感；(自然に起こる)衝動
857,faith,(～への)信頼(in)；信仰(心)
858,courage,勇気
859,incentive,動機(づけ)；報奨金
860,prospect,見込み；〔～s〕(未来への)展望；有望な人
861,obstacle,(～に対する)障害(物)(to)
862,architecture,建築；建築様式；構造
863,stem,(草木の)茎，幹
864,illusion,錯覚，思い違い；幻想
865,discrimination,(～に対する)差別(against)；区別
866,shame,恥；残念なこと
867,drought,干ばつ；(慢性的な)不足
868,flavor,風味；特色
869,portion,部分；1人前；割り当て
870,recipe,調理法，レシピ；手順；秘訣
871,luxury,ぜいたく(品)；〔形容詞的に〕豪華な
872,chip,小片，破片；欠けた箇所；集積回路
873,ritual,儀式；(日常の)習慣的行為
874,sake,〔for the ～ ofで〕のために，の目的で；に免じて
875,prefecture,(日本の)県，府；(フランスなどの)県
876,council,(地方)議会；評議会；(公の)会議
877,administration,管理(部)；行政；政府(機関)
878,curriculum,教育課程，カリキュラム
879,precious,貴重な；高価な
880,generous,寛大な；気前のよい；豊富な
881,casual,何気ない；形式ばらない
882,optimistic,楽観的な
883,rough,粗い；大まかな；乱暴な
884,unpleasant,不愉快な；不親切な，無礼な
885,Arctic,北極の
886,ultimate,究極の
887,deaf,耳が聞こえない
888,genuine,本物の；偽りのない
889,manual,体［手］を使う；手の；手動式の
890,mechanical,機械の；機械的な
891,instant,即時の，すぐの；即席の
892,spare,余分の，予備の
893,immune,(～に対して)免疫を持つ(to)；(～を)免れた(from)
894,harsh,厳しい；(光・色・味などが)不快な
895,collective,集団の，共同の
896,inevitable,避けられない
897,profound,重大な；深い；難解な
898,steady,着実な，一定の；安定した
899,mature,成熟した；熟した
900,likewise,同様に
901,chase,(を)追跡する；(を)追求する
902,sue,を告訴する；(～を求めて)訴訟を起こす(for)
903,gaze,じっと見る
904,slip,滑る；滑り落ちる；そっと動く
905,load,に積む；に負わせる
906,overwhelm,を圧倒する；を(精神的に)打ちのめす
907,wander,歩き回る；それる；はぐれる
908,float,漂う，浮かぶ；を浮かべる
909,pour,を注ぐ；激しく降る；押し寄せる
910,substitute,を代わりに使う；(～の)代理をする(for)
911,pronounce,を発音する；を宣言する
912,shrink,縮む，縮小する；減少する；ひるむ
913,restore,を回復させる；を修復する
914,trigger,を引き起こす；のきっかけとなる
915,grab,をつかむ；を横取りする；を急いで食べる
916,retain,を保持する；を覚えている
917,reproduce,を複製する；を繁殖させる；繁殖する
918,bob,上下に動く；急に動く；を上下に動かす
919,entertain,を楽しませる；をもてなす
920,interfere,干渉する，介入する；邪魔する
921,cultivate,を養う；を耕す；を栽培する
922,underlie,の根底にある
923,anticipate,を予期する；楽しみに待つ
924,justify,を正当化する
925,regulate,を規制する；を調整する
926,scan,を走査［スキャン］する；をざっと見る；を注意深く調べる
927,classify,を分類する；を機密扱いにする
928,submit,を提出する；〔＋oneselfで〕(～に)従う(to)
929,pause,(一時的に)中止する；(一瞬)立ち止まる
930,lean,傾く；寄りかかる；をもたせかける
931,bump,ぶつかる；をぶつける
932,fold,を折り畳む；(両腕)を組む；(折り)畳める
933,hesitate,躊躇する，ためらう
934,pump,(液体・気体)をポンプで送り込む；をくみ出す；を注ぎ込む
935,mount,を据えつける；に着手する；(自転車など)に乗る；増える
936,exceed,を超える；に勝る
937,undergo,を経験する；(手術など)を受ける；に耐える
938,confront,に立ち向かう；(困難などが)に立ちはだかる
939,consult,(に)相談する；を参照する
940,fulfill,を実現させる；を果たす；を満たす
941,privilege,特権，特典
942,formation,形成；構成(物)；隊列
943,dimension,側面，局面；次元；寸法
944,neuron,ニューロン，神経単位
945,sensation,感覚；大評判
946,chart,図，グラフ；海図；ヒットチャート
947,geography,〔the ～〕地理；地理学
948,panel,(専門家の)一団；討論者一同；羽目板
949,semester,【主に米】 (2学期制の)学期
950,workforce,労働人口，総労働力；全従業員(数)
951,mill,製造工場；製粉所；粉ひき機
952,abuse,乱用；虐待
953,vice,(道徳上の)悪；欠点
954,fate,運命；結末；最期
955,tragedy,悲劇(的な事態)
956,scenario,(予想される)筋書き，事態；脚本
957,allergy,アレルギー
958,wound,(銃弾・刃物などによる)傷；痛手
959,antibiotic,〔通例～s〕抗生物質
960,vaccine,ワクチン
961,metaphor,隠喩；比喩
962,folk,人々；〔～s〕皆さん；〔one’s ～s〕家族
963,fare,(乗り物の)料金
964,transition,移り変わり；過渡期
965,maximum,最大限
966,galaxy,星雲，銀河；〔the G～〕銀河系
967,mineral,鉱物；ミネラル
968,skeleton,骨格；骨組み；概略
969,counterpart,相当する物［人］
970,stroke,脳卒中；(ボールを)打つこと；(雷などの)一撃
971,pedestrian,歩行者
972,trail,(野山などの)小道；跡；手がかり
973,ecology,生態学；生態系；環境保護
974,sibling,きょうだい(の1人)
975,ratio,比率
976,mixture,混合(物)
977,charm,魅力；お守り
978,ambition,(～に対する)願望，野望(for)；野心
979,prominent,卓越した；目立つ
980,radical,急進的な；根本的な
981,prompt,即座の，迅速な
982,informal,形式ばらない，略式の；(言葉が)くだけた
983,mutual,相互の；共通の
984,neutral,中立の；(特徴・表情などが)はっきりしない
985,alert,警戒して；敏速な
986,magnetic,磁気の；磁石の；人を引きつける
987,polar,極地の；電極の
988,fluent,流ちょうな
989,external,外部の；対外的な
990,passive,受動的な；消極的な
991,awful,ひどい；嫌な；ものすごい
992,unrelated,無関係の；血縁関係がない
993,cruel,残酷な；むごい
994,fake,偽の；見せかけだけの
995,vulnerable,(攻撃などに)弱い，もろい；傷つきやすい
996,urgent,緊急の
997,spiritual,精神の；霊的な
998,modest,謙虚な；適度な；質素な
999,keen,熱心な；鋭敏な；(感情・関心などが)強い
1000,nonetheless,それにもかかわらず，それでもなお
1001,negotiate,交渉する；を(交渉して)取り決める
1002,grasp,を把握［理解］する；をしっかり握る
1003,donate,を寄付する；(臓器・血液)を提供する
1004,arrest,を逮捕する；を止める；(注意)を引く
1005,crack,ひびが入る；にひびを入れる
1006,tap,を軽くたたく；(液体)を出す；を盗聴する
1007,split,を分割する；を分担する；分裂する
1008,forecast,を予想［予測］する
1009,exclude,を除外する
1010,overlook,を見落とす；を大目に見る；を見渡す
1011,burst,破裂する；(～を)突然始める(into)
1012,heal,(人・傷など)を治す；治る
1013,forbid,を禁じる
1014,install,をインストールする；を設置する；を就任させる
1015,diminish,を減らす；減少する
1016,cite,を引き合いに出す；を引用する
1017,quote,を引用する；を引き合いに出す
1018,dispute,に異議を唱える；(を)議論する
1019,highlight,を目立たせる、強調する
1020,distract,(注意など)をそらす
1021,cheat,をだます；不正をする
1022,foster,をはぐくむ；を養育する；を心に抱く
1023,obey,に従う；に服従する
1024,bend,を曲げる；を屈服させる；曲がる
1025,deprive,から(権利などを)奪う
1026,govern,(を)統治する、支配する
1027,log,〔＋onで〕ログオンする；を記録する
1028,transmit,を伝える；(電波・信号など)を送る
1029,bully,をいじめる；を脅す
1030,leap,跳ぶ；さっと動く；急上昇する
1031,astonish,を驚かす
1032,thrill,をぞくぞくさせる；わくわくする
1033,nod,うなずく；会釈する；うとうとする
1034,bow,おじぎする；屈服する
1035,blend,を混ぜる；を調和させる；(～に)溶け込む(into)
1036,complicate,を複雑にする
1037,pitch,を投げる；倒れる；縦揺れする
1038,persist,続く；固執する
1039,dedicate,をささげる；を献呈する
1040,equip,に備えつける
1041,premise,前提；〔～s〕(建物を含めた)構内、敷地
1042,input,入力(情報)、投入；(情報・時間などの)提供
1043,merit,利点；功績；真価
1044,sympathy,同情；(～に対する)共感(with/for)
1045,compliment,賛辞；表敬
1046,infrastructure,インフラ、基本的施設；(経済)基盤
1047,ray,光線；ひらめき、一筋の光明
1048,distress,苦悩；苦痛；困窮
1049,joint,関節；接合(部)
1050,expedition,遠征(隊)、探検(隊)
1051,adolescent,青年；青年期の
1052,shade,(日)陰；色合い；日よけ；微妙な相違
1053,jury,陪審(員団)；審査員団
1054,ethic,倫理、道徳；〔～s〕倫理［道徳］規範
1055,penalty,(刑)罰；罰金；ペナルティー
1056,faculty,能力、機能；学部；教授陣
1057,scheme,計画；体系；陰謀
1058,nutrition,栄養(の摂取)
1059,particle,(微)粒子；ほんのわずか
1060,molecule,分子；微粒子
1061,nationality,国籍；国民；国民性
1062,poll,世論調査；投票(数)
1063,clinic,診療所、クリニック；(病院内の)～科
1064,dementia,認知症
1065,fatigue,疲労
1066,dilemma,ジレンマ、板ばさみ
1067,queue,【英】(順番を待つ)列
1068,curve,(道路などの)カーブ；曲線
1069,narrative,物語、話；(小説の)叙述部分、地の文
1070,fingerprint,指紋
1071,file,ファイル；(書類の)とじ込み
1072,wilderness,荒野；(庭・町などの)放置された部分
1073,pesticide,殺虫剤；除草剤
1074,panic,パニック(状態)；狼狽
1075,fabric,織物、布(地)；構造
1076,fantasy,空想；幻想；幻想的作品
1077,fancy,(気まぐれな)好み；空想；思いつき
1078,virtue,美徳；長所；効能
1079,grateful,感謝している
1080,valid,妥当な；有効な
1081,elaborate,入念な；凝った
1082,moderate,適度な；穏健な
1083,dynamic,活動的な、精力的な；動的な
1084,brave,勇敢な；見事な
1085,brilliant,すばらしい；才能にあふれた；きらめく
1086,tremendous,途方もない、莫大な；すばらしい
1087,oral,口頭の
1088,innocent,無罪の；無邪気な；無知の
1089,subsequent,その後の
1090,shallow,浅い；浅薄な
1091,indifferent,無関心な
1092,inferior,より劣った
1093,awkward,気まずい；ぎこちない；厄介な
1094,obese,肥満した
1095,pregnant,妊娠した；(～で)満ちている(with)
1096,intimate,親密な；密接な
1097,medieval,中世の；時代遅れの
1098,sacred,神聖な；宗教的な；厳粛な
1099,simultaneously,(～と)同時に(with)；一斉に
1100,versus,〔A ～ Bで〕A対B；AかBか
1101,proceed,進む，進行する；(～を)続行する(with)
1102,orient,(人)を(環境などに)慣らす(to)；[受身形で](関心などが)(～に)向いている(to/toward)
1103,surf,(インターネット上の情報など)を見て回る；サーフィンをする
1104,filter,をろ過する；を取り除く
1105,bind,を縛る；を束縛する；を結び付ける
1106,resort,(好ましくない手段に)訴える，頼る(to)
1107,reinforce,を強化する；を補強する
1108,accumulate,を蓄積する，集める；積もる
1109,bet,と確信する，断言する；(金などを)かける
1110,advocate,を主張する；を擁護する
1111,constitute,を構成する；になる，に等しい
1112,undertake,を引き受ける；を保証する；に着手する
1113,grip,を握る；をとらえる
1114,dismiss,(意見など)を退ける；を解雇する
1115,fade,薄れる；衰える
1116,conceal,を隠す；を秘密にする
1117,chew,(を)かむ；をかみ砕く
1118,swallow,(を)飲み込む；をうのみにする；に耐える
1119,seal,を密閉する；に封をする
1120,migrate,移住する；(鳥などが)渡る
1121,exaggerate,(を)誇張する；を強調する
1122,accuse,を非難する；を告訴する
1123,vanish,消える
1124,polish,を磨く；を洗練させる
1125,wipe,を拭く；を拭き取る；を消し去る
1126,sweep,(を)掃く；を一掃する；さっと通過する
1127,mislead,を誤解させる，欺く；(人)を間違った方向に導く
1128,spoil,を台無しにする；を甘やかす；だめになる
1129,compound,を悪化させる；を合成する；を混合する
1130,explode,爆発する；急増する；を論破する
1131,disgust,をむかつかせる；に愛想を尽かせる
1132,commute,通勤［通学］する
1133,decorate,を装飾する
1134,postpone,を延期する
1135,cease,をやめる；終わる
1136,compromise,妥協する；を危うくする
1137,elect,を選出する
1138,extract,を取り［搾り］出す；を抜粋する
1139,inherit,を受け継ぐ；を相続する
1140,rear,(人・動物・植物)を育てる
1141,empathy,感情移入，共感
1142,cue,合図；手がかり；(次の演技の)キュー
1143,enterprise,企業，事業；企画；進取の気性
1144,output,生産(高)；出力；排出(量)
1145,congress,(米国などの)議会；会議
1146,millennium,千年間，千年紀
1147,mankind,人類
1148,Muslim,イスラム教徒
1149,estate,(動産・不動産などの)財産；私有地
1150,landmine,地雷
1151,caution,用心；警告
1152,controversy,論争
1153,consensus,総意；(意見の)一致
1154,retail,小売り
1155,fiber,繊維(質)；本質；精神力
1156,scent,(よい)香り；香水
1157,beverage,(水以外の)飲み物，飲料
1158,supplement,栄養補助剤，サプリメント；補足
1159,diabetes,糖尿病
1160,province,州，省；〔the ～s〕地方；分野
1161,reef,(岩や砂の)礁；暗礁
1162,microbe,微生物；細菌
1163,excess,過剰，超過
1164,gallery,美術館，画廊；観客，ギャラリー；回廊
1165,fame,名声
1166,deadline,締め切り
1167,undergraduate,学部学生
1168,slavery,奴隷制度；苦役
1169,prey,獲物；犠牲者
1170,mess,散らかった状態［物］；混乱状態
1171,recession,不況；後退
1172,retreat,後退，退却；(計画・決定などの)撤回
1173,grave,墓；〔通例the ～〕死
1174,column,コラム；(新聞などの)欄；円柱；(縦)列
1175,scenery,〔集合的に〕景色；背景
1176,plot,(小説などの)筋；陰謀
1177,sculpture,彫刻(作品)
1178,tablet,タブレット(型情報端末)；錠剤；平板
1179,dense,密集した，密度の高い；(霧などが)濃い
1180,exotic,外来の；異国風の
1181,acid,酸性の；酸っぱい；辛辣な
1182,bitter,苦い，つらい；辛辣な；怒りっぽい
1183,sensible,賢明な；実用的な；顕著な
1184,noble,高貴な；堂々とした；高潔な
1185,vague,漠然とした，あいまいな；おぼろげな
1186,parallel,(～と)平行［並行］の(to)；類似した
1187,tense,張り詰めた，緊張した
1188,vertical,垂直の；縦方向の
1189,indigenous,原産の，先住の；(その土地に)固有の
1190,aboriginal,〔通例A～〕アボリジニの；原生の，先住の
1191,seasonal,季節の，季節的な
1192,abundant,豊富な；(～に)富む(in)
1193,hybrid,ハイブリッドの；雑種の；混成の
1194,irrelevant,(～にとって)無関係の(to)；見当違いの
1195,ridiculous,ばかげた；法外な
1196,fairy,妖精の(ような)
1197,sensory,感覚の
1198,chronic,慢性の；長引く；常習の
1199,voluntary,自発的な；無償の
1200,inclined,傾向がある；傾いた
1201,infer,を推論する，推測する
1202,esteem,を尊敬する；を見なす
1203,tackle,に取り組む；と(～のことで)話をつける(about / on)
1204,venture,危険を冒して進む；を思い切ってする
1205,accelerate,を加速させる，促進する；加速する
1206,accustom,(人)を慣れさせる
1207,amuse,をおもしろがらせる，楽しませる
1208,flourish,繁栄する；繁茂する；を振りかざす
1209,thrive,繁栄する，うまくいく；繁茂する
1210,nurture,をはぐくむ；を養成する
1211,click,(を)クリックする；をカチッと鳴らす；カチッと音がする
1212,spin,回転する；を回転させる；(糸)を紡ぐ
1213,clip,を切り抜く；を(はさみで)切り取る；をクリップで留める
1214,drag,を引きずる；ぐずぐずする
1215,cast,を投じる；に役を当てる
1216,scatter,をまき散らす；分散する
1217,tempt,を(…する)気にさせる(to do)；を引きつける
1218,withdraw,を引き出す；を撤回する；撤退する
1219,yawn,あくびをする
1220,blink,まばたきする；点滅する；(目)をまたたく
1221,dye,を染める；染まる
1222,spill,をこぼす；こぼれる
1223,irritate,をいらいらさせる；をひりひりさせる
1224,insult,を侮辱する
1225,enforce,を施行［実施］する；を(～に)強制する(on / upon)
1226,rob,から(金品を)奪う
1227,drain,(液体)を流出させる；(液体が)流れ出る
1228,suspend,を停職［停学，出場停止］にする；を一時的に中断する
1229,drift,漂う；さまよう；を押し流す
1230,forgive,を許す；を免除する
1231,revise,を修正する；を改訂する
1232,recruit,を募る；に新人を補充する
1233,twist,をねじる，ひねる；を歪曲する
1234,crush,を押しつぶす；を弾圧する；を絞り出す
1235,pin,をピンで留める；を突き刺す
1236,uncover,を暴く；を 発掘する
1237,exploit,を活用する；を搾取する，につけ込む
1238,implement,を実行［実施］する
1239,integrate,を統合する；融合する
1240,incorporate,を取り入れる；を法人にする；合併する
1241,profile,人物の紹介；横顔；輪郭
1242,appetite,食欲；欲求
1243,impulse,衝動；刺激
1244,script,台本；筆跡
1245,anniversary,(～周年)記念日
1246,pension,年金
1247,temper,気質，気性；機嫌；かんしゃく
1248,cortex,皮質；樹皮
1249,syndrome,症候群；～現象
1250,chamber,(特定の目的の)部屋；議場；〔the ～〕議院
1251,utility,公共事業；公共料金；実用性
1252,cattle,〔集合的に〕牛
1253,herd,(牛などの)群れ；群衆
1254,fluid,流動体，液体
1255,pity,残念なこと；哀れみ
1256,priest,聖職者
1257,acquaintance,知人；面識；知識
1258,offspring,子孫，子；成果
1259,famine,飢饉；(食糧・物資の)ひどい不足
1260,deforestation,森林伐採
1261,jail,刑務所，拘置所
1262,commodity,商品；有用なもの
1263,format,書式，形式；(本などの)型
1264,recipient,受け取る人；(臓器などの)被提供者
1265,drill,訓練；(反復)練習；ドリル，錐
1266,inability,無能，無力
1267,republic,共和国；共和制
1268,combat,戦闘；対立
1269,debris,(破壊された後の)残骸，瓦礫；がらくた
1270,bug,病原菌(が起こす病気)；虫；盗聴器；(機械・プログラムの)欠陥
1271,fraction,わずか，一部；分数
1272,index,指標；索引；指数
1273,intuition,直観(力)，直感
1274,motive,動機
1275,consent,同意，承諾
1276,hierarchy,(社会の)階層制；〔the ～〕支配層
1277,monument,記念碑，遺跡；金字塔
1278,asset,〔通例～s〕資産；価値のあるもの；利点
1279,decent,まずまずの；きちんとした；上品な
1280,competent,有能な；適任の；満足できる
1281,straightforward,単純な；率直な
1282,cosmetic,化粧の，美容の；うわべの
1283,delicate,繊細な；扱いにくい；もろい
1284,interior,室内の；内部の
1285,transparent,透明な；明快な
1286,aesthetic,美的な；美学の
1287,deliberate,故意の；慎重な
1288,demographic,人口統計学の
1289,prehistoric,有史以前の；旧式な
1290,innate,生まれながらの；固有の
1291,mild,穏やかな；(程度が)軽い
1292,toxic,有毒な；中毒性の
1293,ashamed,恥じて
1294,humble,謙虚な；質素な；身分が低い
1295,peculiar,特有の；特異な
1296,steep,(傾斜が)急な；急激な；法外な
1297,trivial,ささいな，取るに足りない
1298,magnificent,壮大な；見事な
1299,wireless,無線(電信)の，ラジオの
1300,ongoing,継続している，進行中の
1301,assure,に自信を持って言う；を保証する
1302,precede,に先行する；に優先する
1303,revive,を復活させる；復活する
1304,compel,に強いる
1305,blossom,花が咲く；発展する
1306,terrify,を怖がらせる；を脅かす
1307,violate,(法律・規則など)に違反する；を侵害する
1308,suppress,を抑える；を抑圧する
1309,deceive,をだます
1310,manipulate,を(巧みに)操る；を改ざんする
1311,starve,飢える；(～を)渇望する(for)；を飢えさせる
1312,flee,(から)逃げる
1313,whisper,(を)ささやく
1314,yell,叫ぶ，どなる
1315,deposit,を置く；を預ける；を堆積させる
1316,confine,を限定する；〔通例受身形で〕閉じ込められる
1317,swing,を揺らす，振る；揺れる；(行動に)さっと移る
1318,prolong,を長引かせる
1319,depict,を描く
1320,outline,の要点を述べる；の輪郭を描く
1321,shed,を捨て去る；(光など)を放つ；(涙・血)を流す
1322,emit,(光・熱など)を出す，排出する；(信号)を送る
1323,renew,を更新する；(資源)を再生する
1324,utilize,を利用する
1325,assert,を主張する
1326,strain,に負担をかける；を緊張させる；を漉す
1327,strive,努力する；争う
1328,dare,あえて［思い切って］…する
1329,boast,を誇る；(を)自慢する
1330,startle,をびっくりさせる
1331,offend,の気分を害する；(に)違反する
1332,compute,(を)計算する；コンピューターを使う
1333,assemble,を集める；を組み立てる；集まる
1334,worsen,を悪化させる；悪化する
1335,flip,を(ぱっと)裏返す；を軽くはじく
1336,rub,(を)こする；(～に)を塗る(on / over)
1337,descend,(を)降りる；受け継がれる
1338,compensate,補償する；に償う
1339,comprise,から成る；を構成する
1340,prevail,普及している；支配的である；(～に)打ち勝つ(over)
1341,quest,探究
1342,dignity,尊厳；威厳
1343,criterion,(判断・評価の)基準
1344,paradox,逆説；矛盾
1345,parliament,(英国などの)議会；国会議員(団)
1346,legislation,法律；立法
1347,agenda,協議事項(リスト)；議事日程(表)；(政治上の)課題
1348,mainstream,(活動・思潮などの)主流；大勢
1349,troop,〔～s〕軍隊；集団
1350,epidemic,流行(病)；蔓延
1351,outbreak,発生，勃発
1352,chaos,混沌，大混乱
